,dateTime,value.demographicVO2Max,value.demographicVO2MaxError,value.filteredDemographicVO2Max,value.filteredDemographicVO2MaxError
0,01/12/17 00:00:00,45.97793,3.0000000000000004,45.97793,3.0000000000000004
1,01/13/17 00:00:00,46.294610000000006,3.0000000000000004,46.13758000000001,1.5123900000000001
2,01/14/17 00:00:00,45.61847,3.0000000000000004,45.959810000000004,1.0273400000000001
3,01/15/17 00:00:00,45.881370000000004,3.0000000000000004,45.939080000000004,0.7926700000000001
4,01/16/17 00:00:00,46.16465,3.0000000000000004,45.98854,0.6578700000000001
5,01/17/17 00:00:00,46.16821,3.0000000000000004,46.02284,0.5727300000000001
6,01/18/17 00:00:00,46.146800000000006,3.0000000000000004,46.044140000000006,0.51568
7,01/19/17 00:00:00,46.446630000000006,3.0000000000000004,46.10799,0.47593
8,01/20/17 00:00:00,45.971990000000005,3.0000000000000004,46.087700000000005,0.44748000000000004
9,01/21/17 00:00:00,45.470380000000006,3.0000000000000004,45.99989,0.42671000000000003
10,01/22/17 00:00:00,45.278470000000006,3.0000000000000004,45.90097,0.41134000000000004
11,01/23/17 00:00:00,45.51305000000001,3.0000000000000004,45.84926,0.39985000000000004
12,01/24/17 00:00:00,45.331880000000005,3.0000000000000004,45.78179,0.39119000000000004
13,01/25/17 00:00:00,45.2306,3.0000000000000004,45.71112,0.38462
14,01/26/17 00:00:00,45.32233,3.0000000000000004,45.66192,0.37962
15,01/27/17 00:00:00,45.37498,3.0000000000000004,45.62597,0.3758
16,01/28/17 00:00:00,44.70665,3.0000000000000004,45.511700000000005,0.37287000000000003
17,01/29/17 00:00:00,45.37086,3.0000000000000004,45.4943,0.37062
18,01/30/17 00:00:00,45.408060000000006,3.0000000000000004,45.48369,0.36889000000000005
19,01/31/17 00:00:00,45.738820000000004,3.0000000000000004,45.51494,0.36756000000000005
20,02/01/17 00:00:00,45.53721,3.0000000000000004,45.51766000000001,0.36654000000000003
21,02/02/17 00:00:00,45.35842,3.0000000000000004,45.49824,0.36575
22,02/03/17 00:00:00,45.55845,3.0000000000000004,45.50556,0.36514
23,02/04/17 00:00:00,45.585040000000006,3.0000000000000004,45.51522000000001,0.36467000000000005
24,02/05/17 00:00:00,45.7424,3.0000000000000004,45.54280000000001,0.36431
25,02/06/17 00:00:00,45.258190000000006,3.0000000000000004,45.50826000000001,0.36403
26,02/07/17 00:00:00,45.63779,3.0000000000000004,45.52396,0.36381
27,02/08/17 00:00:00,45.85636,3.0000000000000004,45.56425,0.36364
28,02/09/17 00:00:00,45.37953,3.0000000000000004,45.54186000000001,0.36351000000000006
29,02/10/17 00:00:00,45.70765,3.0000000000000004,45.56194000000001,0.36341
30,02/11/17 00:00:00,45.89659,3.0000000000000004,45.602470000000004,0.36334000000000005
31,02/12/17 00:00:00,46.005370000000006,3.0000000000000004,45.65126,0.36328000000000005
32,02/13/17 00:00:00,46.369350000000004,3.0000000000000004,45.738200000000006,0.36324
33,02/14/17 00:00:00,45.825590000000005,3.0000000000000004,45.748780000000004,0.3632
34,02/15/17 00:00:00,46.26583,3.0000000000000004,45.811370000000004,0.36317000000000005
35,02/16/17 00:00:00,46.21799,3.0000000000000004,45.86059,0.36315000000000003
36,02/17/17 00:00:00,46.491780000000006,3.0000000000000004,45.93699,0.36313
37,02/18/17 00:00:00,46.093540000000004,3.0000000000000004,45.95593,0.36312000000000005
38,02/19/17 00:00:00,45.949850000000005,3.0000000000000004,45.95519,0.36311000000000004
39,02/20/17 00:00:00,46.19776,3.0000000000000004,45.98454,0.36310000000000003
40,02/21/17 00:00:00,45.67844,3.0000000000000004,45.94749,0.36310000000000003
41,02/22/17 00:00:00,45.562380000000005,3.0000000000000004,45.900870000000005,0.36310000000000003
42,02/23/17 00:00:00,44.849140000000006,3.0000000000000004,45.77357000000001,0.36310000000000003
43,02/24/17 00:00:00,44.63725,3.0000000000000004,45.636030000000005,0.36310000000000003
44,02/25/17 00:00:00,43.910650000000004,3.0000000000000004,45.427200000000006,0.36310000000000003
45,02/26/17 00:00:00,43.05017,3.0000000000000004,45.13949,0.36310000000000003
46,02/27/17 00:00:00,42.48208,3.0000000000000004,44.81785000000001,0.36310000000000003
47,02/28/17 00:00:00,42.331700000000005,3.0000000000000004,44.516940000000005,0.36310000000000003
48,03/01/17 00:00:00,42.34875,3.0000000000000004,44.25451,0.36310000000000003
49,03/02/17 00:00:00,41.82885,3.0000000000000004,43.96092,0.36310000000000003
50,03/03/17 00:00:00,41.114650000000005,3.0000000000000004,43.616420000000005,0.36310000000000003
51,03/04/17 00:00:00,40.533930000000005,3.0000000000000004,43.24333,0.36310000000000003
52,03/05/17 00:00:00,40.128910000000005,3.0000000000000004,42.86638000000001,0.36310000000000003
53,03/21/17 00:00:00,41.74302,3.0000000000000004,42.552530000000004,0.8381400000000001
54,03/22/17 00:00:00,42.64307,3.0000000000000004,42.57321,0.6852600000000001
55,03/23/17 00:00:00,42.5191,3.0000000000000004,42.562560000000005,0.59052
56,03/24/17 00:00:00,42.93903,3.0000000000000004,42.62879,0.52783
57,03/25/17 00:00:00,42.43482,3.0000000000000004,42.59747,0.48451000000000005
58,03/26/17 00:00:00,42.765420000000006,3.0000000000000004,42.62286,0.45367
59,03/27/17 00:00:00,43.42253,3.0000000000000004,42.737820000000006,0.43127000000000004
60,03/28/17 00:00:00,43.111630000000005,3.0000000000000004,42.789500000000004,0.41473000000000004
61,03/29/17 00:00:00,43.57401,3.0000000000000004,42.89473,0.40240000000000004
62,03/30/17 00:00:00,43.99145,3.0000000000000004,43.03844,0.39311
