,dateTime,level,seconds,start_time,end_time
10929,2017-06-05T19:45:30.000,asleep,300,2017-06-05 19:45:30,2017-06-05 19:50:30
10930,2017-06-05T19:50:30.000,restless,180,2017-06-05 19:50:30,2017-06-05 19:53:30
10931,2017-06-05T19:53:30.000,asleep,1560,2017-06-05 19:53:30,2017-06-05 20:19:30
10932,2017-06-05T20:19:30.000,restless,240,2017-06-05 20:19:30,2017-06-05 20:23:30
10933,2017-06-05T20:23:30.000,asleep,1140,2017-06-05 20:23:30,2017-06-05 20:42:30
10934,2017-06-05T20:42:30.000,restless,180,2017-06-05 20:42:30,2017-06-05 20:45:30
10935,2017-06-05T20:45:30.000,asleep,120,2017-06-05 20:45:30,2017-06-05 20:47:30
10936,2017-06-05T20:47:30.000,restless,180,2017-06-05 20:47:30,2017-06-05 20:50:30
10937,2017-06-05T20:50:30.000,asleep,360,2017-06-05 20:50:30,2017-06-05 20:56:30
10938,2017-06-05T00:21:00.000,wake,240,2017-06-05 00:21:00,2017-06-05 00:25:00
10939,2017-06-05T00:25:00.000,light,870,2017-06-05 00:25:00,2017-06-05 00:39:30
10940,2017-06-05T00:39:30.000,deep,1950,2017-06-05 00:39:30,2017-06-05 01:12:00
10941,2017-06-05T01:12:00.000,light,4890,2017-06-05 01:12:00,2017-06-05 02:33:30
10942,2017-06-05T02:33:30.000,wake,270,2017-06-05 02:33:30,2017-06-05 02:38:00
10943,2017-06-05T02:38:00.000,light,1860,2017-06-05 02:38:00,2017-06-05 03:09:00
10944,2017-06-05T03:09:00.000,rem,1380,2017-06-05 03:09:00,2017-06-05 03:32:00
10945,2017-06-05T03:32:00.000,light,330,2017-06-05 03:32:00,2017-06-05 03:37:30
10946,2017-06-05T03:37:30.000,deep,3750,2017-06-05 03:37:30,2017-06-05 04:40:00
10947,2017-06-05T04:40:00.000,light,2220,2017-06-05 04:40:00,2017-06-05 05:17:00
10948,2017-06-05T05:17:00.000,rem,1320,2017-06-05 05:17:00,2017-06-05 05:39:00
10949,2017-06-05T05:39:00.000,light,4020,2017-06-05 05:39:00,2017-06-05 06:46:00
10950,2017-06-05T06:46:00.000,rem,2010,2017-06-05 06:46:00,2017-06-05 07:19:30
10951,2017-06-05T07:19:30.000,light,1410,2017-06-05 07:19:30,2017-06-05 07:43:00
10952,2017-06-05T07:43:00.000,deep,750,2017-06-05 07:43:00,2017-06-05 07:55:30
10953,2017-06-05T07:55:30.000,wake,270,2017-06-05 07:55:30,2017-06-05 08:00:00
10954,2017-06-05T08:00:00.000,light,510,2017-06-05 08:00:00,2017-06-05 08:08:30
10955,2017-06-05T08:08:30.000,rem,1470,2017-06-05 08:08:30,2017-06-05 08:33:00
10956,2017-06-05T08:33:00.000,light,630,2017-06-05 08:33:00,2017-06-05 08:43:30
10957,2017-06-05T08:43:30.000,wake,1410,2017-06-05 08:43:30,2017-06-05 09:07:00
10958,2017-06-05T09:07:00.000,light,270,2017-06-05 09:07:00,2017-06-05 09:11:30
10959,2017-06-04T03:10:30.000,wake,330,2017-06-04 03:10:30,2017-06-04 03:16:00
10960,2017-06-04T03:16:00.000,light,690,2017-06-04 03:16:00,2017-06-04 03:27:30
10961,2017-06-04T03:27:30.000,deep,900,2017-06-04 03:27:30,2017-06-04 03:42:30
10962,2017-06-04T03:42:30.000,wake,330,2017-06-04 03:42:30,2017-06-04 03:48:00
10963,2017-06-04T03:48:00.000,light,2130,2017-06-04 03:48:00,2017-06-04 04:23:30
10964,2017-06-04T04:23:30.000,rem,1410,2017-06-04 04:23:30,2017-06-04 04:47:00
10965,2017-06-04T04:47:00.000,light,720,2017-06-04 04:47:00,2017-06-04 04:59:00
10966,2017-06-04T04:59:00.000,deep,1440,2017-06-04 04:59:00,2017-06-04 05:23:00
10967,2017-06-04T05:23:00.000,light,2010,2017-06-04 05:23:00,2017-06-04 05:56:30
10968,2017-06-04T05:56:30.000,deep,300,2017-06-04 05:56:30,2017-06-04 06:01:30
10969,2017-06-04T06:01:30.000,light,30,2017-06-04 06:01:30,2017-06-04 06:02:00
10970,2017-06-04T06:02:00.000,rem,1170,2017-06-04 06:02:00,2017-06-04 06:21:30
10971,2017-06-04T06:21:30.000,light,330,2017-06-04 06:21:30,2017-06-04 06:27:00
10972,2017-06-04T06:27:00.000,rem,330,2017-06-04 06:27:00,2017-06-04 06:32:30
10973,2017-06-04T06:32:30.000,light,1050,2017-06-04 06:32:30,2017-06-04 06:50:00
10974,2017-06-04T06:50:00.000,deep,1530,2017-06-04 06:50:00,2017-06-04 07:15:30
10975,2017-06-04T07:15:30.000,light,1050,2017-06-04 07:15:30,2017-06-04 07:33:00
10976,2017-06-04T07:33:00.000,rem,330,2017-06-04 07:33:00,2017-06-04 07:38:30
10977,2017-06-04T07:38:30.000,light,1980,2017-06-04 07:38:30,2017-06-04 08:11:30
10978,2017-06-04T08:11:30.000,rem,2400,2017-06-04 08:11:30,2017-06-04 08:51:30
10979,2017-06-04T08:51:30.000,light,1170,2017-06-04 08:51:30,2017-06-04 09:11:00
10980,2017-06-04T09:11:00.000,deep,1290,2017-06-04 09:11:00,2017-06-04 09:32:30
10981,2017-06-04T09:32:30.000,light,720,2017-06-04 09:32:30,2017-06-04 09:44:30
10982,2017-06-04T09:44:30.000,rem,1320,2017-06-04 09:44:30,2017-06-04 10:06:30
10983,2017-06-04T10:06:30.000,light,1200,2017-06-04 10:06:30,2017-06-04 10:26:30
10984,2017-06-04T10:26:30.000,wake,210,2017-06-04 10:26:30,2017-06-04 10:30:00
10985,2017-06-04T10:30:00.000,light,810,2017-06-04 10:30:00,2017-06-04 10:43:30
10986,2017-06-04T10:43:30.000,wake,1500,2017-06-04 10:43:30,2017-06-04 11:08:30
10987,2017-06-03T03:08:30.000,wake,390,2017-06-03 03:08:30,2017-06-03 03:15:00
10988,2017-06-03T03:15:00.000,light,330,2017-06-03 03:15:00,2017-06-03 03:20:30
10989,2017-06-03T03:20:30.000,deep,720,2017-06-03 03:20:30,2017-06-03 03:32:30
10990,2017-06-03T03:32:30.000,light,750,2017-06-03 03:32:30,2017-06-03 03:45:00
10991,2017-06-03T03:45:00.000,wake,210,2017-06-03 03:45:00,2017-06-03 03:48:30
10992,2017-06-03T03:48:30.000,light,1590,2017-06-03 03:48:30,2017-06-03 04:15:00
10993,2017-06-03T04:15:00.000,deep,1170,2017-06-03 04:15:00,2017-06-03 04:34:30
10994,2017-06-03T04:34:30.000,light,2880,2017-06-03 04:34:30,2017-06-03 05:22:30
10995,2017-06-03T05:22:30.000,rem,1230,2017-06-03 05:22:30,2017-06-03 05:43:00
10996,2017-06-03T05:43:00.000,light,1890,2017-06-03 05:43:00,2017-06-03 06:14:30
10997,2017-06-03T06:14:30.000,rem,840,2017-06-03 06:14:30,2017-06-03 06:28:30
10998,2017-06-02T01:32:00.000,wake,30,2017-06-02 01:32:00,2017-06-02 01:32:30
10999,2017-06-02T01:32:30.000,light,630,2017-06-02 01:32:30,2017-06-02 01:43:00
11000,2017-06-02T01:43:00.000,deep,600,2017-06-02 01:43:00,2017-06-02 01:53:00
11001,2017-06-02T01:53:00.000,wake,300,2017-06-02 01:53:00,2017-06-02 01:58:00
11002,2017-06-02T01:58:00.000,light,540,2017-06-02 01:58:00,2017-06-02 02:07:00
11003,2017-06-02T02:07:00.000,deep,390,2017-06-02 02:07:00,2017-06-02 02:13:30
11004,2017-06-02T02:13:30.000,light,600,2017-06-02 02:13:30,2017-06-02 02:23:30
11005,2017-06-02T02:23:30.000,deep,570,2017-06-02 02:23:30,2017-06-02 02:33:00
11006,2017-06-02T02:33:00.000,light,3060,2017-06-02 02:33:00,2017-06-02 03:24:00
11007,2017-06-02T03:24:00.000,rem,1380,2017-06-02 03:24:00,2017-06-02 03:47:00
11008,2017-06-02T03:47:00.000,light,390,2017-06-02 03:47:00,2017-06-02 03:53:30
11009,2017-06-02T03:53:30.000,deep,720,2017-06-02 03:53:30,2017-06-02 04:05:30
11010,2017-06-02T04:05:30.000,light,1980,2017-06-02 04:05:30,2017-06-02 04:38:30
11011,2017-06-02T04:38:30.000,wake,600,2017-06-02 04:38:30,2017-06-02 04:48:30
11012,2017-06-02T04:48:30.000,light,1350,2017-06-02 04:48:30,2017-06-02 05:11:00
11013,2017-06-02T05:11:00.000,wake,300,2017-06-02 05:11:00,2017-06-02 05:16:00
11014,2017-06-02T05:16:00.000,light,330,2017-06-02 05:16:00,2017-06-02 05:21:30
11015,2017-06-02T05:21:30.000,rem,510,2017-06-02 05:21:30,2017-06-02 05:30:00
11016,2017-06-02T05:30:00.000,light,5220,2017-06-02 05:30:00,2017-06-02 06:57:00
11017,2017-06-02T06:57:00.000,rem,2070,2017-06-02 06:57:00,2017-06-02 07:31:30
11018,2017-06-02T07:31:30.000,light,90,2017-06-02 07:31:30,2017-06-02 07:33:00
11019,2017-06-02T07:33:00.000,deep,660,2017-06-02 07:33:00,2017-06-02 07:44:00
11020,2017-06-02T07:44:00.000,light,1530,2017-06-02 07:44:00,2017-06-02 08:09:30
11021,2017-06-02T08:09:30.000,deep,600,2017-06-02 08:09:30,2017-06-02 08:19:30
11022,2017-06-02T08:19:30.000,light,810,2017-06-02 08:19:30,2017-06-02 08:33:00
11023,2017-06-02T08:33:00.000,wake,240,2017-06-02 08:33:00,2017-06-02 08:37:00
11024,2017-06-02T08:37:00.000,light,450,2017-06-02 08:37:00,2017-06-02 08:44:30
11025,2017-06-02T08:44:30.000,wake,630,2017-06-02 08:44:30,2017-06-02 08:55:00
11026,2017-06-02T08:55:00.000,light,270,2017-06-02 08:55:00,2017-06-02 08:59:30
11027,2017-06-02T08:59:30.000,wake,540,2017-06-02 08:59:30,2017-06-02 09:08:30
11028,2017-06-01T01:06:30.000,wake,450,2017-06-01 01:06:30,2017-06-01 01:14:00
11029,2017-06-01T01:14:00.000,light,540,2017-06-01 01:14:00,2017-06-01 01:23:00
11030,2017-06-01T01:23:00.000,deep,660,2017-06-01 01:23:00,2017-06-01 01:34:00
11031,2017-06-01T01:34:00.000,light,4080,2017-06-01 01:34:00,2017-06-01 02:42:00
11032,2017-06-01T02:42:00.000,rem,2370,2017-06-01 02:42:00,2017-06-01 03:21:30
11033,2017-06-01T03:21:30.000,light,660,2017-06-01 03:21:30,2017-06-01 03:32:30
11034,2017-06-01T03:32:30.000,deep,1230,2017-06-01 03:32:30,2017-06-01 03:53:00
11035,2017-06-01T03:53:00.000,light,1080,2017-06-01 03:53:00,2017-06-01 04:11:00
11036,2017-06-01T04:11:00.000,wake,240,2017-06-01 04:11:00,2017-06-01 04:15:00
11037,2017-06-01T04:15:00.000,light,1650,2017-06-01 04:15:00,2017-06-01 04:42:30
11038,2017-06-01T04:42:30.000,deep,480,2017-06-01 04:42:30,2017-06-01 04:50:30
11039,2017-06-01T04:50:30.000,light,240,2017-06-01 04:50:30,2017-06-01 04:54:30
11040,2017-06-01T04:54:30.000,deep,750,2017-06-01 04:54:30,2017-06-01 05:07:00
11041,2017-06-01T05:07:00.000,light,480,2017-06-01 05:07:00,2017-06-01 05:15:00
11042,2017-06-01T05:15:00.000,rem,990,2017-06-01 05:15:00,2017-06-01 05:31:30
11043,2017-06-01T05:31:30.000,light,1710,2017-06-01 05:31:30,2017-06-01 06:00:00
11044,2017-06-01T06:00:00.000,deep,900,2017-06-01 06:00:00,2017-06-01 06:15:00
11045,2017-06-01T06:15:00.000,light,1650,2017-06-01 06:15:00,2017-06-01 06:42:30
11046,2017-06-01T06:42:30.000,rem,1410,2017-06-01 06:42:30,2017-06-01 07:06:00
11047,2017-06-01T07:06:00.000,light,3210,2017-06-01 07:06:00,2017-06-01 07:59:30
11048,2017-06-01T07:59:30.000,rem,2040,2017-06-01 07:59:30,2017-06-01 08:33:30
11049,2017-06-01T08:33:30.000,light,480,2017-06-01 08:33:30,2017-06-01 08:41:30
11050,2017-06-01T08:41:30.000,wake,450,2017-06-01 08:41:30,2017-06-01 08:49:00
11051,2017-06-01T08:49:00.000,light,660,2017-06-01 08:49:00,2017-06-01 09:00:00
11052,2017-06-01T09:00:00.000,wake,450,2017-06-01 09:00:00,2017-06-01 09:07:30
11053,2017-06-01T09:07:30.000,light,780,2017-06-01 09:07:30,2017-06-01 09:20:30
11054,2017-06-01T09:20:30.000,wake,330,2017-06-01 09:20:30,2017-06-01 09:26:00
11055,2017-05-31T00:10:00.000,wake,240,2017-05-31 00:10:00,2017-05-31 00:14:00
11056,2017-05-31T00:14:00.000,light,300,2017-05-31 00:14:00,2017-05-31 00:19:00
11057,2017-05-31T00:19:00.000,deep,3390,2017-05-31 00:19:00,2017-05-31 01:15:30
11058,2017-05-31T01:15:30.000,wake,510,2017-05-31 01:15:30,2017-05-31 01:24:00
11059,2017-05-31T01:24:00.000,light,60,2017-05-31 01:24:00,2017-05-31 01:25:00
11060,2017-05-31T01:25:00.000,rem,900,2017-05-31 01:25:00,2017-05-31 01:40:00
11061,2017-05-31T01:40:00.000,light,2580,2017-05-31 01:40:00,2017-05-31 02:23:00
11062,2017-05-31T02:23:00.000,deep,300,2017-05-31 02:23:00,2017-05-31 02:28:00
11063,2017-05-31T02:28:00.000,light,2280,2017-05-31 02:28:00,2017-05-31 03:06:00
11064,2017-05-31T03:06:00.000,rem,1320,2017-05-31 03:06:00,2017-05-31 03:28:00
11065,2017-05-31T03:28:00.000,light,4230,2017-05-31 03:28:00,2017-05-31 04:38:30
11066,2017-05-31T04:38:30.000,rem,1170,2017-05-31 04:38:30,2017-05-31 04:58:00
11067,2017-05-31T04:58:00.000,light,1050,2017-05-31 04:58:00,2017-05-31 05:15:30
11068,2017-05-31T05:15:30.000,wake,390,2017-05-31 05:15:30,2017-05-31 05:22:00
11069,2017-05-31T05:22:00.000,light,2280,2017-05-31 05:22:00,2017-05-31 06:00:00
11070,2017-05-31T06:00:00.000,rem,1380,2017-05-31 06:00:00,2017-05-31 06:23:00
11071,2017-05-31T06:23:00.000,light,2490,2017-05-31 06:23:00,2017-05-31 07:04:30
11072,2017-05-31T07:04:30.000,deep,450,2017-05-31 07:04:30,2017-05-31 07:12:00
11073,2017-05-31T07:12:00.000,light,330,2017-05-31 07:12:00,2017-05-31 07:17:30
11074,2017-05-31T07:17:30.000,rem,1350,2017-05-31 07:17:30,2017-05-31 07:40:00
11075,2017-05-31T07:40:00.000,light,2760,2017-05-31 07:40:00,2017-05-31 08:26:00
11076,2017-05-31T08:26:00.000,rem,2160,2017-05-31 08:26:00,2017-05-31 09:02:00
11077,2017-05-31T09:02:00.000,light,690,2017-05-31 09:02:00,2017-05-31 09:13:30
11078,2017-05-31T09:13:30.000,wake,360,2017-05-31 09:13:30,2017-05-31 09:19:30
11079,2017-05-31T09:19:30.000,light,300,2017-05-31 09:19:30,2017-05-31 09:24:30
11080,2017-05-30T01:11:00.000,wake,690,2017-05-30 01:11:00,2017-05-30 01:22:30
11081,2017-05-30T01:22:30.000,light,1920,2017-05-30 01:22:30,2017-05-30 01:54:30
11082,2017-05-30T01:54:30.000,wake,450,2017-05-30 01:54:30,2017-05-30 02:02:00
11083,2017-05-30T02:02:00.000,light,180,2017-05-30 02:02:00,2017-05-30 02:05:00
11084,2017-05-30T02:05:00.000,deep,1710,2017-05-30 02:05:00,2017-05-30 02:33:30
11085,2017-05-30T02:33:30.000,light,360,2017-05-30 02:33:30,2017-05-30 02:39:30
11086,2017-05-30T02:39:30.000,rem,960,2017-05-30 02:39:30,2017-05-30 02:55:30
11087,2017-05-30T02:55:30.000,light,4950,2017-05-30 02:55:30,2017-05-30 04:18:00
11088,2017-05-30T04:18:00.000,rem,1680,2017-05-30 04:18:00,2017-05-30 04:46:00
11089,2017-05-30T04:46:00.000,light,390,2017-05-30 04:46:00,2017-05-30 04:52:30
11090,2017-05-29T00:47:30.000,wake,30,2017-05-29 00:47:30,2017-05-29 00:48:00
11091,2017-05-29T00:48:00.000,light,1170,2017-05-29 00:48:00,2017-05-29 01:07:30
11092,2017-05-29T01:07:30.000,deep,1890,2017-05-29 01:07:30,2017-05-29 01:39:00
11093,2017-05-29T01:39:00.000,wake,360,2017-05-29 01:39:00,2017-05-29 01:45:00
11094,2017-05-29T01:45:00.000,light,1800,2017-05-29 01:45:00,2017-05-29 02:15:00
11095,2017-05-29T02:15:00.000,rem,840,2017-05-29 02:15:00,2017-05-29 02:29:00
11096,2017-05-29T02:29:00.000,light,510,2017-05-29 02:29:00,2017-05-29 02:37:30
11097,2017-05-29T02:37:30.000,deep,1080,2017-05-29 02:37:30,2017-05-29 02:55:30
11098,2017-05-29T02:55:30.000,light,1890,2017-05-29 02:55:30,2017-05-29 03:27:00
11099,2017-05-29T03:27:00.000,wake,300,2017-05-29 03:27:00,2017-05-29 03:32:00
11100,2017-05-29T03:32:00.000,light,1650,2017-05-29 03:32:00,2017-05-29 03:59:30
11101,2017-05-29T03:59:30.000,deep,750,2017-05-29 03:59:30,2017-05-29 04:12:00
11102,2017-05-29T04:12:00.000,light,390,2017-05-29 04:12:00,2017-05-29 04:18:30
11103,2017-05-29T04:18:30.000,rem,3000,2017-05-29 04:18:30,2017-05-29 05:08:30
11104,2017-05-29T05:08:30.000,light,690,2017-05-29 05:08:30,2017-05-29 05:20:00
11105,2017-05-29T05:20:00.000,deep,2070,2017-05-29 05:20:00,2017-05-29 05:54:30
11106,2017-05-29T05:54:30.000,light,3000,2017-05-29 05:54:30,2017-05-29 06:44:30
11107,2017-05-29T06:44:30.000,rem,990,2017-05-29 06:44:30,2017-05-29 07:01:00
11108,2017-05-29T07:01:00.000,light,2820,2017-05-29 07:01:00,2017-05-29 07:48:00
11109,2017-05-29T07:48:00.000,rem,2010,2017-05-29 07:48:00,2017-05-29 08:21:30
11110,2017-05-29T08:21:30.000,light,270,2017-05-29 08:21:30,2017-05-29 08:26:00
11111,2017-05-29T08:26:00.000,wake,240,2017-05-29 08:26:00,2017-05-29 08:30:00
11112,2017-05-29T08:30:00.000,light,3330,2017-05-29 08:30:00,2017-05-29 09:25:30
11113,2017-05-29T09:25:30.000,wake,300,2017-05-29 09:25:30,2017-05-29 09:30:30
11114,2017-05-29T09:30:30.000,light,150,2017-05-29 09:30:30,2017-05-29 09:33:00
11115,2017-05-29T09:33:00.000,rem,1770,2017-05-29 09:33:00,2017-05-29 10:02:30
11116,2017-05-29T10:02:30.000,light,1980,2017-05-29 10:02:30,2017-05-29 10:35:30
11117,2017-05-29T10:35:30.000,wake,390,2017-05-29 10:35:30,2017-05-29 10:42:00
11118,2017-05-28T01:21:30.000,wake,30,2017-05-28 01:21:30,2017-05-28 01:22:00
11119,2017-05-28T01:22:00.000,light,750,2017-05-28 01:22:00,2017-05-28 01:34:30
11120,2017-05-28T01:34:30.000,deep,1080,2017-05-28 01:34:30,2017-05-28 01:52:30
11121,2017-05-28T01:52:30.000,wake,390,2017-05-28 01:52:30,2017-05-28 01:59:00
11122,2017-05-28T01:59:00.000,light,1230,2017-05-28 01:59:00,2017-05-28 02:19:30
11123,2017-05-28T02:19:30.000,wake,240,2017-05-28 02:19:30,2017-05-28 02:23:30
11124,2017-05-28T02:23:30.000,light,2010,2017-05-28 02:23:30,2017-05-28 02:57:00
11125,2017-05-28T02:57:00.000,wake,540,2017-05-28 02:57:00,2017-05-28 03:06:00
11126,2017-05-28T03:06:00.000,deep,1680,2017-05-28 03:06:00,2017-05-28 03:34:00
11127,2017-05-28T03:34:00.000,wake,480,2017-05-28 03:34:00,2017-05-28 03:42:00
11128,2017-05-28T03:42:00.000,light,840,2017-05-28 03:42:00,2017-05-28 03:56:00
11129,2017-05-28T03:56:00.000,wake,360,2017-05-28 03:56:00,2017-05-28 04:02:00
11130,2017-05-28T04:02:00.000,light,120,2017-05-28 04:02:00,2017-05-28 04:04:00
11131,2017-05-28T04:04:00.000,rem,2730,2017-05-28 04:04:00,2017-05-28 04:49:30
11132,2017-05-28T04:49:30.000,light,390,2017-05-28 04:49:30,2017-05-28 04:56:00
11133,2017-05-28T04:56:00.000,deep,420,2017-05-28 04:56:00,2017-05-28 05:03:00
11134,2017-05-28T05:03:00.000,light,2580,2017-05-28 05:03:00,2017-05-28 05:46:00
11135,2017-05-28T05:46:00.000,deep,1020,2017-05-28 05:46:00,2017-05-28 06:03:00
11136,2017-05-28T06:03:00.000,light,300,2017-05-28 06:03:00,2017-05-28 06:08:00
11137,2017-05-28T06:08:00.000,rem,990,2017-05-28 06:08:00,2017-05-28 06:24:30
11138,2017-05-28T06:24:30.000,light,2580,2017-05-28 06:24:30,2017-05-28 07:07:30
11139,2017-05-28T07:07:30.000,deep,420,2017-05-28 07:07:30,2017-05-28 07:14:30
11140,2017-05-28T07:14:30.000,light,180,2017-05-28 07:14:30,2017-05-28 07:17:30
11141,2017-05-28T07:17:30.000,rem,2700,2017-05-28 07:17:30,2017-05-28 08:02:30
11142,2017-05-28T08:02:30.000,light,3120,2017-05-28 08:02:30,2017-05-28 08:54:30
11143,2017-05-28T08:54:30.000,rem,840,2017-05-28 08:54:30,2017-05-28 09:08:30
11144,2017-05-28T09:08:30.000,light,1350,2017-05-28 09:08:30,2017-05-28 09:31:00
11145,2017-05-28T09:31:00.000,wake,750,2017-05-28 09:31:00,2017-05-28 09:43:30
11146,2017-05-28T09:43:30.000,light,270,2017-05-28 09:43:30,2017-05-28 09:48:00
11147,2017-05-27T01:43:30.000,wake,30,2017-05-27 01:43:30,2017-05-27 01:44:00
11148,2017-05-27T01:44:00.000,light,1020,2017-05-27 01:44:00,2017-05-27 02:01:00
11149,2017-05-27T02:01:00.000,deep,390,2017-05-27 02:01:00,2017-05-27 02:07:30
11150,2017-05-27T02:07:30.000,light,3870,2017-05-27 02:07:30,2017-05-27 03:12:00
11151,2017-05-27T03:12:00.000,rem,270,2017-05-27 03:12:00,2017-05-27 03:16:30
11152,2017-05-27T03:16:30.000,light,810,2017-05-27 03:16:30,2017-05-27 03:30:00
11153,2017-05-27T03:30:00.000,deep,1020,2017-05-27 03:30:00,2017-05-27 03:47:00
11154,2017-05-27T03:47:00.000,light,360,2017-05-27 03:47:00,2017-05-27 03:53:00
11155,2017-05-27T03:53:00.000,wake,300,2017-05-27 03:53:00,2017-05-27 03:58:00
11156,2017-05-27T03:58:00.000,light,810,2017-05-27 03:58:00,2017-05-27 04:11:30
11157,2017-05-27T04:11:30.000,wake,240,2017-05-27 04:11:30,2017-05-27 04:15:30
11158,2017-05-27T04:15:30.000,light,1860,2017-05-27 04:15:30,2017-05-27 04:46:30
11159,2017-05-27T04:46:30.000,rem,2010,2017-05-27 04:46:30,2017-05-27 05:20:00
11160,2017-05-27T05:20:00.000,light,1800,2017-05-27 05:20:00,2017-05-27 05:50:00
11161,2017-05-27T05:50:00.000,deep,900,2017-05-27 05:50:00,2017-05-27 06:05:00
11162,2017-05-27T06:05:00.000,light,1170,2017-05-27 06:05:00,2017-05-27 06:24:30
11163,2017-05-27T06:24:30.000,rem,270,2017-05-27 06:24:30,2017-05-27 06:29:00
11164,2017-05-27T06:29:00.000,wake,420,2017-05-27 06:29:00,2017-05-27 06:36:00
11165,2017-05-27T06:36:00.000,light,240,2017-05-27 06:36:00,2017-05-27 06:40:00
11166,2017-05-27T06:40:00.000,rem,270,2017-05-27 06:40:00,2017-05-27 06:44:30
11167,2017-05-27T06:44:30.000,wake,360,2017-05-27 06:44:30,2017-05-27 06:50:30
11168,2017-05-27T06:50:30.000,light,210,2017-05-27 06:50:30,2017-05-27 06:54:00
11169,2017-05-27T06:54:00.000,wake,690,2017-05-27 06:54:00,2017-05-27 07:05:30
11170,2017-05-26T01:51:00.000,wake,480,2017-05-26 01:51:00,2017-05-26 01:59:00
11171,2017-05-26T01:59:00.000,light,570,2017-05-26 01:59:00,2017-05-26 02:08:30
11172,2017-05-26T02:08:30.000,deep,1470,2017-05-26 02:08:30,2017-05-26 02:33:00
11173,2017-05-26T02:33:00.000,light,630,2017-05-26 02:33:00,2017-05-26 02:43:30
11174,2017-05-26T02:43:30.000,deep,510,2017-05-26 02:43:30,2017-05-26 02:52:00
11175,2017-05-26T02:52:00.000,light,1140,2017-05-26 02:52:00,2017-05-26 03:11:00
11176,2017-05-26T03:11:00.000,deep,630,2017-05-26 03:11:00,2017-05-26 03:21:30
11177,2017-05-26T03:21:30.000,light,510,2017-05-26 03:21:30,2017-05-26 03:30:00
11178,2017-05-26T03:30:00.000,rem,2250,2017-05-26 03:30:00,2017-05-26 04:07:30
11179,2017-05-26T04:07:30.000,light,270,2017-05-26 04:07:30,2017-05-26 04:12:00
11180,2017-05-26T04:12:00.000,deep,690,2017-05-26 04:12:00,2017-05-26 04:23:30
11181,2017-05-26T04:23:30.000,light,1380,2017-05-26 04:23:30,2017-05-26 04:46:30
11182,2017-05-26T04:46:30.000,wake,330,2017-05-26 04:46:30,2017-05-26 04:52:00
11183,2017-05-26T04:52:00.000,light,1950,2017-05-26 04:52:00,2017-05-26 05:24:30
11184,2017-05-26T05:24:30.000,rem,1770,2017-05-26 05:24:30,2017-05-26 05:54:00
11185,2017-05-26T05:54:00.000,light,1560,2017-05-26 05:54:00,2017-05-26 06:20:00
11186,2017-05-26T06:20:00.000,deep,780,2017-05-26 06:20:00,2017-05-26 06:33:00
11187,2017-05-26T06:33:00.000,light,1890,2017-05-26 06:33:00,2017-05-26 07:04:30
11188,2017-05-26T07:04:30.000,rem,2100,2017-05-26 07:04:30,2017-05-26 07:39:30
11189,2017-05-26T07:39:30.000,light,1680,2017-05-26 07:39:30,2017-05-26 08:07:30
11190,2017-05-26T08:07:30.000,wake,510,2017-05-26 08:07:30,2017-05-26 08:16:00
11191,2017-05-26T08:16:00.000,light,900,2017-05-26 08:16:00,2017-05-26 08:31:00
11192,2017-05-26T08:31:00.000,rem,2700,2017-05-26 08:31:00,2017-05-26 09:16:00
11193,2017-05-26T09:16:00.000,light,480,2017-05-26 09:16:00,2017-05-26 09:24:00
11194,2017-05-26T09:24:00.000,rem,300,2017-05-26 09:24:00,2017-05-26 09:29:00
11195,2017-05-26T09:29:00.000,light,2220,2017-05-26 09:29:00,2017-05-26 10:06:00
11196,2017-05-25T00:40:30.000,wake,480,2017-05-25 00:40:30,2017-05-25 00:48:30
11197,2017-05-25T00:48:30.000,light,360,2017-05-25 00:48:30,2017-05-25 00:54:30
11198,2017-05-25T00:54:30.000,deep,1410,2017-05-25 00:54:30,2017-05-25 01:18:00
11199,2017-05-25T01:18:00.000,light,1560,2017-05-25 01:18:00,2017-05-25 01:44:00
11200,2017-05-25T01:44:00.000,deep,420,2017-05-25 01:44:00,2017-05-25 01:51:00
11201,2017-05-25T01:51:00.000,light,600,2017-05-25 01:51:00,2017-05-25 02:01:00
11202,2017-05-25T02:01:00.000,rem,1170,2017-05-25 02:01:00,2017-05-25 02:20:30
11203,2017-05-25T02:20:30.000,light,390,2017-05-25 02:20:30,2017-05-25 02:27:00
11204,2017-05-25T02:27:00.000,deep,2070,2017-05-25 02:27:00,2017-05-25 03:01:30
11205,2017-05-25T03:01:30.000,wake,390,2017-05-25 03:01:30,2017-05-25 03:08:00
11206,2017-05-25T03:08:00.000,light,630,2017-05-25 03:08:00,2017-05-25 03:18:30
11207,2017-05-25T03:18:30.000,wake,270,2017-05-25 03:18:30,2017-05-25 03:23:00
11208,2017-05-25T03:23:00.000,light,2910,2017-05-25 03:23:00,2017-05-25 04:11:30
11209,2017-05-25T04:11:30.000,rem,2610,2017-05-25 04:11:30,2017-05-25 04:55:00
11210,2017-05-25T04:55:00.000,light,4140,2017-05-25 04:55:00,2017-05-25 06:04:00
11211,2017-05-25T06:04:00.000,deep,270,2017-05-25 06:04:00,2017-05-25 06:08:30
11212,2017-05-25T06:08:30.000,light,420,2017-05-25 06:08:30,2017-05-25 06:15:30
11213,2017-05-25T06:15:30.000,rem,1710,2017-05-25 06:15:30,2017-05-25 06:44:00
